Ticket_ID,Age,Ticket_Price,Movie_Genre,Seat_Type,Number_of_Person,Purchase_Again,Cluster,Year
F5759,53,17.55,Drama,Standard,4,Yes,,2025.0
F1082,45,13.04,Comedy,VIP,3,Yes,,2021.0
F7596,44,13.75,Comedy,Premium,5,No,,2021.0
F2124,44,21.74,Comedy,Premium,6,No,,2024.0
F3135,26,21.34,Sci-Fi,Standard,3,Yes,,2024.0
F1461,52,22.97,Action,Premium,2,No,,2022.0
F2524,35,23.99,Comedy,Standard,4,Yes,,2023.0
F5040,35,10.4,Action,Premium,4,No,,2020.0
F7417,31,22.61,Sci-Fi,VIP,6,Yes,,2025.0
F7345,36,18.54,Drama,Standard,2,No,,2025.0
F3387,36,10.94,Sci-Fi,Premium,5,Yes,,2023.0
F4060,51,22.65,Action,Standard,5,No,,2022.0
F3091,38,22.87,Sci-Fi,VIP,2,Yes,,2024.0
F2445,43,12.36,Horror,Standard,6,Yes,,2022.0
F9224,54,15.33,Horror,Standard,7,Yes,,2023.0
F2711,43,20.65,Action,Premium,6,Yes,,2022.0
F8449,49,20.72,Action,VIP,6,Yes,,2025.0
F7572,31,22.03,Horror,Premium,4,No,,2020.0
F1240,60,17.13,Comedy,Standard,5,Yes,,2025.0
F8754,58,24.87,Drama,Premium,3,Yes,,2020.0
F3202,41,10.71,Action,Premium,5,No,,2021.0
F9052,19,18.94,Comedy,Standard,5,Yes,,2022.0
F5163,50,21.92,Drama,Premium,1,No,,2023.0
F3552,61,14.44,Drama,Premium,7,Yes,,2025.0
F6794,61,13.53,Drama,VIP,6,No,,2022.0
F3579,27,13.13,Horror,Standard,1,No,,2021.0
F9914,44,23.98,Comedy,VIP,6,No,,2020.0
F4280,42,16.7,Drama,VIP,6,Yes,,2025.0
F2229,33,18.5,Action,Standard,6,Yes,,2021.0
F5573,28,22.68,Action,Standard,1,No,,2020.0
F7970,21,18.25,Drama,VIP,1,No,,2020.0
F1300,28,11.02,Action,Standard,4,Yes,,2020.0
F5533,32,16.98,Drama,Premium,1,Yes,,2024.0
F2089,21,21.0,Horror,Premium,2,No,,2023.0
F8384,24,19.66,Comedy,VIP,6,No,,2025.0
F7030,22,19.51,Action,Standard,2,No,,2020.0
F6553,57,13.03,Horror,Standard,2,Yes,,2024.0
F7775,42,19.13,Horror,VIP,3,No,,2024.0
F9228,21,10.04,Drama,Standard,7,Yes,,2024.0
F3890,20,17.33,Drama,Premium,7,No,,2024.0
F8795,36,16.15,Comedy,Premium,6,No,,2022.0
F6232,56,23.35,Drama,Standard,7,No,,2020.0
F6967,53,12.49,Drama,VIP,5,Yes,,2023.0
F2829,47,11.73,Drama,Standard,3,No,,2023.0
F3414,60,22.88,Drama,VIP,5,Yes,,2021.0
F2021,61,16.28,Sci-Fi,Premium,1,No,,2022.0
F9199,23,12.38,Sci-Fi,Standard,6,Yes,,2021.0
F9494,35,11.36,Drama,VIP,6,No,,2025.0
F9727,32,11.89,Drama,Premium,2,No,,2025.0
F6610,48,13.89,Horror,Premium,5,Yes,,2020.0
F9374,41,15.78,Drama,Standard,6,Yes,,2021.0
F5069,20,19.34,Horror,Standard,7,No,,2020.0
F8872,33,16.29,Drama,Premium,5,No,,2024.0
F9110,32,17.93,Horror,Premium,6,No,,2025.0
F7255,21,15.38,Horror,VIP,2,No,,2021.0
F9868,40,19.82,Horror,Standard,1,No,,2022.0
F8215,43,14.47,Drama,Premium,4,Yes,,2021.0
F5702,40,24.0,Action,Premium,2,Yes,,2021.0
F7687,28,14.53,Action,Standard,5,No,,2022.0
F4955,33,12.03,Horror,VIP,4,Yes,,2022.0
F8860,61,18.96,Action,Standard,1,Yes,,2025.0
F8829,25,23.88,Sci-Fi,Standard,1,No,,2022.0
F9253,57,14.7,Horror,Premium,1,No,,2024.0
F3617,33,23.29,Sci-Fi,Premium,1,No,,2022.0
F8533,22,21.57,Action,VIP,3,Yes,,2021.0
F1057,33,16.74,Action,Premium,4,Yes,,2023.0
F6766,46,24.4,Drama,VIP,6,No,,2025.0
F3208,29,10.42,Drama,Standard,2,No,,2020.0
F7804,60,20.71,Comedy,Standard,7,No,,2025.0
F7009,22,14.7,Horror,Premium,7,Yes,,2024.0
F4881,30,18.21,Comedy,Premium,5,No,,2025.0
F3210,23,24.16,Horror,Standard,6,Yes,,2022.0
F9975,52,23.4,Horror,Standard,6,Yes,,2020.0
F7414,33,10.61,Horror,Premium,5,No,,2020.0
F9878,57,10.69,Sci-Fi,Premium,5,No,,2022.0
F8025,60,18.19,Comedy,Premium,2,Yes,,2020.0
F8393,18,10.49,Sci-Fi,Premium,4,No,,2022.0
F7872,53,13.26,Comedy,Premium,3,Yes,,2020.0
F3303,45,11.68,Horror,VIP,2,Yes,,2024.0
F2644,37,12.74,Sci-Fi,VIP,1,Yes,,2024.0
F7418,56,20.48,Drama,VIP,1,Yes,,2025.0
F8598,30,11.23,Drama,Premium,1,Yes,,2025.0
F1780,20,21.2,Drama,Premium,6,No,,2020.0
F2216,41,23.51,Action,Premium,1,Yes,,2020.0
F2829,38,17.28,Horror,VIP,6,No,,2021.0
F1132,44,14.61,Action,VIP,4,Yes,,2023.0
F5943,26,19.72,Sci-Fi,Standard,1,No,,2020.0
F5498,25,17.98,Comedy,Premium,3,Yes,,2021.0
F5634,57,22.3,Action,VIP,3,Yes,,2024.0
F2750,58,21.81,Drama,Standard,5,Yes,,2023.0
F5280,23,22.85,Drama,Standard,3,Yes,,2023.0
F9507,32,23.48,Sci-Fi,Premium,1,Yes,,2025.0
F1157,23,22.42,Comedy,Standard,7,No,,2025.0
F5197,46,23.83,Sci-Fi,Standard,2,No,,2023.0
F2492,56,22.33,Horror,Standard,2,No,,2022.0
F7711,58,24.46,Drama,Standard,2,Yes,,2025.0
F5386,37,16.47,Drama,Premium,3,Yes,,2022.0
F9879,29,16.66,Sci-Fi,VIP,1,Yes,,2020.0
F4256,25,13.02,Comedy,Premium,5,Yes,,2020.0
F2440,34,17.57,Action,VIP,4,No,,2020.0
F5296,35,13.65,Comedy,Premium,2,No,,2020.0
F3910,57,21.78,Comedy,Standard,6,No,,2020.0
F6810,39,17.9,Horror,Premium,2,Yes,,2025.0
F1007,44,16.74,Action,Standard,3,No,,2025.0
F6913,30,15.58,Horror,VIP,1,Yes,,2023.0
F7594,20,19.26,Action,Standard,2,No,,2024.0
F2081,38,12.86,Horror,Standard,2,No,,2023.0
F2360,51,18.21,Sci-Fi,VIP,7,Yes,,2024.0
F3481,39,11.86,Drama,Premium,1,Yes,,2023.0
F8902,25,24.8,Horror,VIP,6,No,,2024.0
F4382,24,15.76,Horror,Standard,6,No,,2021.0
F3329,63,21.99,Sci-Fi,Standard,2,No,,2024.0
F6272,62,17.75,Sci-Fi,VIP,1,No,,2022.0
F6996,22,20.94,Comedy,Standard,7,No,,2021.0
F6210,58,24.89,Drama,VIP,3,Yes,,2020.0
F9157,64,12.2,Comedy,VIP,7,Yes,,2025.0
F1219,54,16.47,Horror,VIP,1,No,,2024.0
F1635,58,24.06,Sci-Fi,Standard,3,Yes,,2023.0
F5402,19,23.53,Horror,Premium,6,Yes,,2021.0
F4122,35,13.8,Sci-Fi,VIP,3,No,,2022.0
F1836,48,22.38,Comedy,Standard,2,Yes,,2025.0
F5122,41,12.45,Comedy,Premium,7,No,,2025.0
F2792,42,18.66,Action,VIP,3,Yes,,2024.0
F7471,54,12.12,Drama,VIP,5,No,,2025.0
F8059,22,17.59,Sci-Fi,VIP,1,No,,2022.0
F8637,30,23.18,Comedy,VIP,2,Yes,,2024.0
F6545,55,12.38,Drama,VIP,2,No,,2023.0
F5385,37,15.03,Drama,VIP,3,Yes,,2025.0
F9497,24,10.59,Comedy,Standard,2,Yes,,2022.0
F6768,60,14.64,Action,Standard,7,Yes,,2020.0
F7884,30,21.0,Action,Premium,1,No,,2025.0
F8748,56,20.81,Sci-Fi,Standard,3,No,,2020.0
F6331,37,17.26,Drama,Premium,5,No,,2024.0
F7705,27,16.55,Comedy,VIP,1,Yes,,2022.0
F4685,23,10.91,Horror,Premium,4,Yes,,2023.0
F6391,57,19.48,Drama,Premium,3,No,,2021.0
F1584,21,23.29,Horror,VIP,5,No,,2023.0
F2619,37,22.76,Drama,Standard,2,Yes,,2020.0
F1931,51,11.48,Horror,VIP,1,Yes,,2025.0
F7715,43,16.22,Action,Standard,6,No,,2025.0
F1004,60,10.65,Horror,Standard,1,Yes,,2025.0
F3567,64,22.3,Comedy,VIP,7,No,,2020.0
F6738,23,10.51,Comedy,Premium,6,No,,2025.0
F4661,33,20.71,Drama,VIP,3,No,,2023.0
F5165,21,13.7,Drama,VIP,6,Yes,,2024.0
F6562,30,19.68,Sci-Fi,Premium,1,Yes,,2020.0
F9759,35,10.62,Horror,Standard,2,Yes,,2021.0
F2340,61,23.48,Drama,VIP,3,Yes,,2024.0
F4833,25,18.96,Sci-Fi,Standard,6,Yes,,2025.0
F3955,23,10.56,Comedy,Standard,4,Yes,,2024.0
F9578,36,21.71,Sci-Fi,VIP,1,Yes,,2020.0
F3750,64,12.0,Horror,Standard,4,No,,2021.0
F4935,38,20.4,Horror,Standard,1,No,,2020.0
F4216,39,10.01,Action,Standard,2,No,,2025.0
F7048,38,18.62,Drama,Standard,1,No,,2020.0
F6529,19,16.37,Sci-Fi,VIP,1,Yes,,2024.0
F4708,21,19.84,Drama,VIP,5,No,,2024.0
F5165,46,13.77,Action,VIP,7,No,,2023.0
F6820,23,23.69,Action,Standard,1,Yes,,2025.0
F5079,29,22.79,Drama,Standard,1,No,,2021.0
F6900,55,16.75,Horror,VIP,6,No,,2021.0
F4579,23,17.64,Drama,Standard,5,Yes,,2025.0
F8643,55,18.73,Comedy,VIP,4,No,,2023.0
F5223,41,20.09,Sci-Fi,VIP,4,No,,2021.0
F7911,24,19.43,Sci-Fi,Standard,1,No,,2024.0
F6077,51,11.93,Comedy,VIP,4,Yes,,2021.0
F8799,50,21.87,Comedy,VIP,2,No,,2020.0
F1274,36,21.72,Horror,VIP,2,No,,2020.0
F2463,54,13.77,Horror,VIP,5,Yes,,2024.0
F4734,21,10.5,Sci-Fi,Standard,1,No,,2020.0
F3575,36,20.11,Action,Standard,2,No,,2025.0
F1704,36,22.1,Sci-Fi,VIP,2,Yes,,2020.0
F5209,46,16.22,Horror,VIP,5,No,,2023.0
F7707,59,12.94,Drama,Standard,5,No,,2025.0
F8878,54,23.15,Drama,Premium,6,No,,2025.0
F2267,19,14.72,Drama,VIP,1,Yes,,2021.0
F5137,55,18.46,Horror,Premium,2,No,,2021.0
F2896,49,19.4,Comedy,Standard,4,No,,2021.0
F9650,18,16.2,Action,VIP,5,No,,2021.0
F6638,61,12.53,Horror,VIP,4,No,,2023.0
F5138,45,17.73,Action,Premium,5,No,,2021.0
F1872,20,24.11,Horror,VIP,2,Yes,,2025.0
F5772,51,15.02,Action,VIP,7,No,,2022.0
F7913,51,15.1,Action,VIP,1,Yes,,2022.0
F8567,52,14.3,Comedy,VIP,7,Yes,,2023.0
F1124,49,20.01,Action,Premium,2,No,,2025.0
F3370,24,13.03,Comedy,Standard,7,No,,2023.0
F4215,47,24.65,Sci-Fi,Standard,7,No,,2020.0
F3076,42,10.42,Horror,VIP,4,Yes,,2022.0
F3581,31,24.4,Drama,VIP,6,No,,2025.0
F5000,54,24.05,Horror,Premium,4,Yes,,2022.0
F2472,46,10.99,Drama,Standard,1,No,,2023.0
F3588,25,15.17,Drama,VIP,1,No,,2020.0
F4103,31,11.38,Drama,VIP,6,Yes,,2024.0
F7654,20,19.89,Drama,Standard,4,No,,2022.0
F8566,29,15.2,Action,VIP,6,Yes,,2020.0
F3037,32,22.72,Sci-Fi,VIP,6,Yes,,2020.0
F2643,59,17.07,Horror,VIP,5,Yes,,2021.0
F1093,63,20.55,Sci-Fi,VIP,6,No,,2023.0
F4693,38,15.03,Drama,Standard,7,No,,2021.0
F8559,19,13.2,Comedy,VIP,6,No,,2025.0
F7616,52,16.23,Sci-Fi,Standard,7,Yes,,2024.0
F7027,57,18.81,Sci-Fi,Premium,1,Yes,,2023.0
F2539,57,24.55,Action,VIP,6,No,,2020.0
F1916,25,22.32,Drama,Standard,1,No,,2025.0
F3821,32,11.85,Horror,VIP,5,Yes,,2021.0
F1796,31,14.72,Sci-Fi,Premium,7,No,,2021.0
F4489,34,18.19,Comedy,Premium,7,No,,2021.0
F1508,41,15.28,Action,VIP,2,No,,2025.0
F3020,46,13.11,Action,VIP,2,Yes,,2020.0
F2626,27,20.25,Sci-Fi,Standard,5,Yes,,2022.0
F5346,28,12.05,Sci-Fi,Premium,6,No,,2024.0
F7982,59,16.65,Drama,Standard,5,No,,2021.0
F5712,26,11.9,Horror,Premium,7,No,,2022.0
F9302,41,21.01,Comedy,Standard,7,Yes,,2025.0
F4655,18,21.81,Sci-Fi,Premium,1,Yes,,2021.0
F8974,37,17.49,Horror,VIP,1,Yes,,2021.0
F5999,22,19.0,Comedy,Standard,2,No,,2024.0
F8433,46,24.43,Drama,VIP,1,No,,2022.0
F8032,47,14.43,Comedy,Premium,1,No,,2022.0
F6552,24,11.07,Sci-Fi,Premium,5,No,,2022.0
F2827,45,21.08,Action,Premium,7,No,,2021.0
F1478,61,19.42,Comedy,Standard,7,No,,2024.0
F7207,35,22.2,Action,Premium,3,Yes,,2020.0
F2064,32,15.64,Sci-Fi,Standard,5,No,,2021.0
F4047,55,16.09,Comedy,Premium,2,Yes,,2024.0
F3752,25,20.36,Horror,VIP,1,Yes,,2024.0
F6452,22,13.76,Horror,Premium,2,Yes,,2020.0
F7428,32,16.42,Drama,VIP,1,No,,2021.0
F6216,41,17.13,Drama,Standard,2,Yes,,2023.0
F1804,24,23.16,Horror,VIP,6,No,,2024.0
F9913,55,12.16,Sci-Fi,Premium,7,Yes,,2022.0
F9650,53,15.38,Drama,Premium,1,No,,2024.0
F3381,24,11.61,Comedy,Standard,6,Yes,,2025.0
F7656,21,14.38,Comedy,Standard,5,Yes,,2025.0
F4087,33,17.52,Horror,VIP,3,No,,2020.0
F8326,57,17.52,Sci-Fi,Standard,1,No,,2021.0
F8295,63,11.95,Action,Standard,4,No,,2020.0
F2828,28,19.33,Action,VIP,2,Yes,,2024.0
F2508,50,12.52,Horror,VIP,5,No,,2023.0
F6706,63,10.64,Horror,VIP,6,No,,2021.0
F2536,52,18.72,Comedy,Standard,3,Yes,,2021.0
F2090,38,10.43,Action,Standard,1,Yes,,2021.0
F6941,60,15.23,Drama,VIP,2,No,,2021.0
F4919,35,12.01,Action,VIP,6,Yes,,2025.0
F4844,62,21.07,Comedy,VIP,5,Yes,,2021.0
F7136,36,12.32,Drama,Standard,5,No,,2021.0
F5770,59,15.89,Drama,VIP,3,No,,2022.0
F9779,40,19.28,Drama,Premium,6,Yes,,2023.0
F2414,25,18.18,Drama,VIP,1,No,,2024.0
F4430,25,18.48,Horror,Standard,3,No,,2025.0
F8356,52,24.84,Action,VIP,4,Yes,,2023.0
F4133,61,10.43,Drama,Standard,2,No,,2021.0
F5192,29,20.81,Comedy,Standard,4,No,,2021.0
F2644,45,13.76,Comedy,Premium,7,No,,2025.0
F9327,36,11.09,Drama,Premium,7,Yes,,2024.0
F8076,44,21.7,Drama,VIP,5,Yes,,2023.0
F8415,60,22.26,Drama,Premium,4,No,,2023.0
F7376,45,18.01,Drama,Standard,4,No,,2022.0
F4101,44,11.47,Sci-Fi,VIP,7,Yes,,2023.0
F4047,55,16.43,Drama,Premium,4,No,,2020.0
F3442,37,11.98,Action,Premium,7,No,,2025.0
F8306,42,24.53,Drama,Standard,3,No,,2020.0
F9327,20,10.32,Comedy,Standard,2,No,,2024.0
F7764,63,16.27,Horror,Standard,7,Yes,,2024.0
F7220,23,20.42,Sci-Fi,Premium,5,Yes,,2024.0
F8341,32,16.69,Comedy,VIP,4,Yes,,2020.0
F2495,22,13.73,Sci-Fi,Standard,3,No,,2023.0
F2619,62,21.59,Sci-Fi,Standard,5,Yes,,2022.0
F4171,48,20.51,Comedy,Standard,6,No,,2022.0
F6367,24,13.37,Drama,VIP,3,No,,2024.0
F7271,64,22.76,Action,Premium,3,No,,2023.0
F3533,63,17.85,Drama,VIP,3,No,,2020.0
F8084,40,10.89,Comedy,VIP,4,No,,2024.0
F6809,46,23.19,Sci-Fi,VIP,3,No,,2021.0
F6067,25,14.76,Sci-Fi,Standard,1,Yes,,2024.0
F3449,63,23.15,Sci-Fi,Standard,5,Yes,,2024.0
F3480,61,20.53,Drama,Premium,7,No,,2020.0
F4272,60,10.47,Drama,VIP,7,No,,2021.0
F3997,45,18.26,Sci-Fi,Premium,7,Yes,,2023.0
F1502,25,16.35,Action,Standard,2,Yes,,2021.0
F7700,37,19.46,Comedy,Premium,1,No,,2020.0
F1450,37,18.83,Action,Premium,1,No,,2022.0
F4735,60,20.62,Action,VIP,5,Yes,,2024.0
F3119,27,15.37,Horror,Premium,1,No,,2022.0
F4952,22,10.52,Drama,Standard,6,No,,2022.0
F9093,24,10.12,Horror,VIP,1,Yes,,2021.0
F6725,53,10.54,Horror,Standard,4,No,,2023.0
F8165,30,10.82,Comedy,VIP,2,No,,2021.0
F4876,47,23.98,Action,VIP,4,No,,2023.0
F5713,20,15.59,Drama,Standard,1,Yes,,2024.0
F4876,63,17.78,Drama,VIP,2,Yes,,2025.0
F7667,27,18.81,Action,Premium,5,No,,2022.0
F8784,23,20.01,Comedy,Premium,1,Yes,,2025.0
F7145,34,18.21,Comedy,Standard,6,No,,2025.0
F4610,61,14.8,Comedy,Standard,6,Yes,,2022.0
F5698,29,18.76,Drama,Standard,5,Yes,,2024.0
F2552,62,17.13,Drama,Premium,7,No,,2024.0
F8266,50,20.09,Sci-Fi,Premium,7,Yes,,2020.0
F7198,43,17.92,Sci-Fi,Premium,6,Yes,,2023.0
F3668,45,16.38,Sci-Fi,Premium,5,Yes,,2023.0
F9096,52,15.24,Drama,Standard,2,No,,2024.0
F1579,19,17.32,Sci-Fi,VIP,5,Yes,,2025.0
F3389,58,22.6,Comedy,Premium,6,Yes,,2024.0
F2192,63,14.94,Drama,VIP,3,No,,2022.0
F2298,33,13.03,Sci-Fi,Premium,7,No,,2021.0
F7801,55,24.96,Action,VIP,2,Yes,,2024.0
F2453,34,13.87,Comedy,VIP,3,Yes,,2023.0
F5285,38,23.77,Action,Standard,3,Yes,,2023.0
F8781,40,11.01,Drama,Standard,2,Yes,,2025.0
F3729,63,23.03,Drama,VIP,1,No,,2020.0
F1203,43,15.27,Action,Standard,4,No,,2022.0
F9443,32,18.02,Drama,Premium,7,Yes,,2022.0
F7920,62,23.0,Horror,Premium,7,No,,2023.0
F4260,25,23.77,Action,VIP,4,Yes,,2023.0
F8496,37,23.86,Action,VIP,6,No,,2020.0
F3898,32,22.38,Horror,Premium,2,No,,2025.0
F9119,32,10.7,Comedy,VIP,6,No,,2021.0
F9863,32,24.82,Comedy,VIP,6,No,,2025.0
F2584,19,22.36,Sci-Fi,Standard,6,No,,2021.0
F2006,58,22.7,Comedy,VIP,2,Yes,,2022.0
F5194,39,14.8,Sci-Fi,VIP,2,No,,2022.0
F9645,29,22.19,Sci-Fi,Premium,6,Yes,,2024.0
F3825,42,16.03,Action,Standard,6,Yes,,2020.0
F2653,18,19.46,Horror,Premium,2,Yes,,2023.0
F1569,45,10.73,Sci-Fi,Standard,6,No,,2022.0
F4071,18,11.87,Drama,Premium,3,Yes,,2024.0
F4816,19,14.51,Drama,Standard,6,Yes,,2025.0
F4231,41,24.39,Horror,Standard,6,Yes,,2025.0
F2139,56,23.73,Sci-Fi,Premium,6,Yes,,2021.0
F2090,60,15.1,Comedy,VIP,5,No,,2025.0
F5187,54,23.17,Sci-Fi,VIP,6,Yes,,2022.0
F6293,52,10.28,Drama,Standard,2,Yes,,2021.0
F5572,35,17.82,Horror,Standard,7,Yes,,2024.0
F8221,47,14.29,Sci-Fi,Premium,4,Yes,,2023.0
F1651,21,19.46,Horror,Standard,3,Yes,,2020.0
F6587,54,16.87,Horror,VIP,7,No,,2021.0
F6796,20,23.45,Comedy,VIP,2,Yes,,2022.0
F5614,33,19.49,Drama,Premium,3,Yes,,2022.0
F6472,40,24.9,Sci-Fi,VIP,4,No,,2021.0
F9566,25,21.29,Comedy,Standard,6,Yes,,2025.0
F4302,33,11.95,Action,Standard,3,Yes,,2023.0
F4522,26,16.62,Sci-Fi,Standard,4,Yes,,2020.0
F2805,40,10.58,Sci-Fi,Premium,5,Yes,,2020.0
F5609,39,12.13,Horror,Standard,3,No,,2024.0
F2795,55,24.68,Drama,Premium,4,Yes,,2025.0
F1204,36,20.07,Comedy,Standard,3,No,,2022.0
F4017,64,13.62,Horror,Standard,2,Yes,,2024.0
F3058,58,24.23,Action,Standard,7,Yes,,2023.0
F2430,47,24.67,Drama,Standard,1,No,,2024.0
F6021,40,19.25,Action,Premium,5,Yes,,2023.0
F9061,35,11.15,Action,Standard,7,Yes,,2021.0
F4063,18,20.54,Drama,Premium,6,Yes,,2020.0
F4189,49,16.83,Sci-Fi,Standard,7,No,,2021.0
F9914,34,13.66,Drama,Standard,2,Yes,,2025.0
F6435,38,25.0,Horror,Premium,1,Yes,,2022.0
F5423,55,11.89,Sci-Fi,Standard,7,Yes,,2021.0
F9432,53,18.57,Horror,Standard,4,Yes,,2023.0
F8804,34,15.72,Action,VIP,7,Yes,,2021.0
F9022,21,10.96,Action,Premium,3,Yes,,2022.0
F4787,53,24.71,Drama,Standard,2,Yes,,2024.0
F5658,26,11.22,Action,VIP,2,Yes,,2024.0
F9214,44,24.76,Sci-Fi,Premium,6,No,,2025.0
F3830,50,15.78,Horror,VIP,4,No,,2025.0
F8149,56,14.2,Comedy,Premium,3,No,,2020.0
F3121,30,13.65,Comedy,Standard,4,No,,2025.0
F9371,45,10.18,Action,VIP,5,No,,2020.0
F6576,30,21.37,Action,Premium,1,Yes,,2023.0
F4078,45,11.63,Action,VIP,6,No,,2025.0
F6045,20,24.62,Sci-Fi,Standard,3,No,,2024.0
F7569,36,14.71,Sci-Fi,Premium,3,Yes,,2021.0
F4941,20,18.5,Comedy,Standard,5,No,,2022.0
F2001,46,15.38,Drama,VIP,4,No,,2021.0
F5707,37,21.69,Horror,Standard,4,Yes,,2020.0
F5690,60,22.34,Comedy,Standard,2,Yes,,2022.0
F8043,44,10.84,Horror,Premium,4,No,,2020.0
F7196,33,15.07,Horror,Premium,5,Yes,,2022.0
F8804,64,23.94,Comedy,Standard,2,No,,2025.0
F5857,18,21.15,Horror,Premium,3,No,,2023.0
F4029,28,12.45,Horror,Premium,4,Yes,,2025.0
F2037,45,10.83,Drama,Premium,2,Yes,,2024.0
F7704,31,23.01,Action,VIP,1,Yes,,2025.0
F4988,40,11.9,Horror,VIP,2,No,,2022.0
F6467,34,14.77,Drama,Standard,2,Yes,,2025.0
F3511,52,12.99,Action,VIP,2,No,,2024.0
F8114,24,21.74,Sci-Fi,Standard,5,Yes,,2021.0
F5802,49,10.81,Action,Premium,7,Yes,,2021.0
F7220,61,10.39,Sci-Fi,Standard,2,No,,2022.0
F4461,34,17.25,Drama,Standard,7,Yes,,2021.0
F1475,51,24.44,Horror,VIP,3,Yes,,2024.0
F3034,21,23.72,Comedy,Standard,5,No,,2022.0
F2045,19,11.2,Comedy,Standard,1,No,,2021.0
F2295,42,16.53,Horror,Standard,1,No,,2023.0
F2474,37,12.22,Comedy,VIP,3,No,,2025.0
F8556,37,16.65,Sci-Fi,VIP,6,Yes,,2020.0
F3146,53,21.92,Horror,Standard,1,Yes,,2020.0
F2730,34,13.4,Horror,Premium,6,No,,2025.0
F7460,35,23.66,Horror,Premium,4,Yes,,2022.0
F9610,39,14.31,Comedy,Premium,1,No,,2025.0
F3380,50,22.09,Horror,VIP,7,Yes,,2023.0
F7318,33,20.53,Drama,Premium,3,Yes,,2021.0
F1812,45,11.82,Sci-Fi,Standard,5,No,,2023.0
F4658,25,12.0,Drama,Premium,4,Yes,,2020.0
F6996,46,18.41,Drama,VIP,4,No,,2020.0
F2912,28,12.75,Action,Standard,1,No,,2024.0
F9750,25,22.46,Drama,VIP,3,Yes,,2025.0
F8334,49,15.66,Sci-Fi,Standard,2,Yes,,2022.0
F1688,26,16.49,Sci-Fi,Premium,5,No,,2021.0
F3522,58,16.43,Comedy,Premium,4,Yes,,2025.0
F3416,41,20.94,Horror,Standard,2,No,,2020.0
F2861,29,11.14,Action,Premium,5,Yes,,2022.0
F1885,25,23.63,Horror,Premium,2,No,,2021.0
F3495,22,24.19,Drama,Premium,3,No,,2023.0
F1384,37,12.55,Action,VIP,6,Yes,,2022.0
F6777,22,18.2,Sci-Fi,VIP,3,Yes,,2021.0
F7520,32,10.91,Drama,Premium,2,Yes,,2025.0
F8206,20,22.19,Drama,Premium,3,No,,2023.0
F9747,57,23.51,Horror,VIP,5,Yes,,2021.0
F4320,30,18.5,Action,Premium,7,No,,2025.0
F6662,44,23.72,Sci-Fi,Premium,6,Yes,,2021.0
F8223,43,10.96,Action,Standard,7,Yes,,2021.0
F9043,43,17.5,Drama,Premium,6,Yes,,2022.0
F7859,19,17.55,Comedy,VIP,1,No,,2022.0
F1148,38,22.77,Sci-Fi,VIP,5,No,,2021.0
F3594,44,18.27,Action,Premium,3,No,,2020.0
F1441,19,18.52,Horror,Premium,1,Yes,,2025.0
F4822,44,17.19,Comedy,Premium,2,Yes,,2022.0
F3037,31,22.34,Comedy,Premium,2,Yes,,2020.0
F5943,44,15.22,Horror,Standard,6,Yes,,2022.0
F1649,60,10.95,Drama,Premium,7,Yes,,2021.0
F5656,53,12.44,Drama,Standard,7,No,,2021.0
F4963,29,18.88,Comedy,VIP,2,Yes,,2022.0
F9656,61,23.12,Drama,Standard,1,Yes,,2023.0
F3450,64,11.65,Action,VIP,6,Yes,,2024.0
F6288,40,15.72,Drama,Standard,6,Yes,,2021.0
F8703,40,12.72,Sci-Fi,Standard,2,No,,2021.0
F4226,29,22.5,Drama,Premium,1,No,,2024.0
F3233,62,12.72,Comedy,Standard,2,No,,2021.0
F8314,36,13.16,Drama,Premium,6,No,,2025.0
F8998,22,17.04,Horror,Standard,3,No,,2020.0
F8438,52,21.46,Horror,Standard,6,No,,2020.0
F1858,21,21.92,Sci-Fi,VIP,4,Yes,,2020.0
F7717,47,13.38,Comedy,Premium,4,No,,2023.0
F8825,59,20.69,Horror,Standard,4,Yes,,2023.0
F3013,32,11.41,Action,VIP,2,Yes,,2025.0
F1626,31,10.31,Action,Premium,2,Yes,,2022.0
F8736,50,21.06,Drama,Premium,5,Yes,,2021.0
F7039,57,12.57,Sci-Fi,VIP,7,No,,2023.0
F5706,59,19.67,Sci-Fi,Premium,2,Yes,,2023.0
F2217,36,16.58,Sci-Fi,Premium,3,Yes,,2025.0
F1559,42,17.51,Horror,Premium,3,Yes,,2020.0
F5683,49,22.89,Action,VIP,4,Yes,,2023.0
F7168,37,12.54,Action,VIP,7,Yes,,2024.0
F5007,30,22.7,Horror,VIP,4,No,,2020.0
F9979,43,14.59,Sci-Fi,VIP,7,Yes,,2022.0
F3700,42,23.81,Horror,Standard,1,Yes,,2022.0
F1460,31,12.34,Drama,Standard,6,No,,2021.0
F3023,27,22.37,Sci-Fi,Premium,3,No,,2022.0
F6964,52,21.35,Comedy,VIP,1,Yes,,2022.0
F9383,60,10.77,Comedy,Standard,7,Yes,,2022.0
F1278,48,20.09,Drama,Premium,6,No,,2021.0
F8942,34,15.82,Comedy,Premium,1,Yes,,2025.0
F8957,61,24.48,Comedy,Standard,6,No,,2022.0
F5951,54,20.3,Sci-Fi,Premium,3,No,,2021.0
F2941,34,20.43,Comedy,Premium,3,No,,2025.0
F7326,39,20.69,Sci-Fi,Standard,7,Yes,,2022.0
F9472,37,24.53,Sci-Fi,VIP,6,No,,2023.0
F4048,23,24.45,Drama,Standard,1,No,,2021.0
